source,apt_name,area,floor,price,deal_date,built_year,dong
molit,양지마을,69.546,8,49000,2024-12-23,2001,고잔동
molit,안산라프리모,84.9673,19,61000,2024-12-28,2020,선부동
molit,푸르지오1차,116.3445,5,95000,2024-12-21,2001,고잔동
molit,일신건영휴먼빌,84.991,13,29500,2024-12-13,2005,선부동
molit,서해그랑블,71.939,2,38000,2024-12-10,2004,초지동
molit,안산푸르지오브리파크,59.8555,32,56000,2024-12-26,2023,원곡동
molit,안산아이파크,84.42,7,47400,2024-12-20,2013,신길동
molit,주공그린빌14단지,40.62,1,17500,2024-12-13,2002,초지동
molit,호수공원(대림1),87.152,5,60000,2024-12-27,2001,고잔동
molit,주공(9단지),61.52,14,34500,2024-12-23,1986,고잔동
molit,벽산블루밍,84.99,10,40900,2024-12-29,2004,원곡동
molit,네오빌6단지,75.51,7,47000,2024-12-31,2000,고잔동
molit,푸르지오3차,84.96,18,69800,2024-12-24,2003,고잔동
molit,그린빌18,39.8,3,20800,2024-12-23,2001,초지동
molit,서해그랑블,100.994,9,52700,2024-12-19,2004,초지동
molit,그린빌18,49.41,3,25800,2024-12-28,2001,초지동
molit,안산메트로타운푸르지오힐스테이트,74.4993,29,46500,2024-12-25,2018,선부동
molit,이편한세상선부역어반스퀘어,59.93,23,51700,2024-12-27,2020,선부동
molit,휴먼시아4단지,74.53,2,33000,2024-12-07,2012,신길동
molit,주공그린빌8,84.7,7,59500,2024-12-13,2001,고잔동
molit,군자주공15(고층),41.3,8,21000,2024-12-28,1993,선부동
molit,군자주공14,39.61,4,18100,2024-12-25,1992,선부동
molit,주공그린빌8,84.7,1,50000,2024-12-24,2001,고잔동
molit,안산메트로타운푸르지오힐스테이트,74.7692,22,46800,2024-12-19,2018,선부동
molit,e편한세상초지역센트럴포레,59.974,27,59500,2024-12-21,2021,원곡동
molit,주공(9단지),66.56,1,30000,2024-12-30,1986,고잔동
molit,푸르지오1차,84.7828,10,59000,2024-12-28,2001,고잔동
molit,대우푸르지오5,72.298,12,52000,2024-12-20,2003,고잔동
molit,대우푸르지오5,84.916,8,60700,2024-12-22,2003,고잔동
molit,푸르지오1차,84.7828,10,59000,2024-12-28,2001,고잔동
molit,대우푸르지오5,84.916,6,59800,2024-12-20,2003,고잔동
molit,군자주공12,38.64,5,20800,2024-12-27,1991,선부동
molit,주공그린빌13단지,39.89,3,19800,2024-12-26,2002,초지동
molit,공작한양(저층),50.085,5,24500,2024-12-21,1992,선부동
molit,안산아이파크,72.4,12,41000,2024-12-07,2013,신길동
molit,안산라프리모,59.4504,13,47000,2024-12-19,2020,선부동
molit,주공그린빌9,75.79,8,50000,2024-12-23,2001,고잔동
molit,호수공원(대림1),87.152,6,60000,2024-12-21,2001,고잔동
molit,주공그린빌8,84.7,9,62500,2024-12-20,2001,고잔동
molit,주공그린빌13단지,51.89,5,28000,2024-12-17,2002,초지동
molit,호수마을풍림,84.96,5,44300,2024-12-16,2000,초지동
molit,e편한세상초지역센트럴포레,59.974,28,59000,2024-12-20,2021,원곡동
molit,호수공원(대림1),87.152,2,55500,2024-12-20,2001,고잔동
molit,벽산블루밍,119.18,16,49000,2024-12-26,2004,원곡동
molit,벽산블루밍,84.99,5,40000,2024-12-18,2004,원곡동
molit,주공그린빌12,84.95,5,40000,2024-12-09,2003,초지동
molit,그린빌15(해맑음마을),59.97,3,35800,2024-12-10,2002,초지동
molit,천년가리더스카이,59.4462,8,33000,2024-12-07,2020,와동
molit,그린빌15(해맑음마을),59.97,7,35000,2024-12-13,2002,초지동
molit,공작한양(저층),70.0025,5,29700,2024-12-16,1992,선부동
molit,단원마을금강펜테리움,62.82,3,46500,2024-12-01,2002,고잔동
molit,안산라프리모,74.926,35,53200,2024-12-14,2020,선부동
molit,호수공원(대림1),87.152,15,66000,2024-12-19,2001,고잔동
molit,주공그린빌11,84.99,7,48000,2024-12-24,2003,초지동
molit,공작한양(고층),84.88,8,38000,2024-12-20,1992,선부동
molit,안산메트로타운푸르지오힐스테이트,84.9123,44,52000,2024-12-15,2018,선부동
molit,안산중흥S클래스더퍼스트,59.6588,22,44500,2024-12-21,2024,선부동
molit,주공(9단지),61.52,8,35800,2024-12-21,1986,고잔동
molit,푸르지오4차,84.3128,13,52500,2024-12-07,2003,고잔동
molit,안산메트로타운푸르지오힐스테이트,59.8227,8,41700,2024-12-14,2018,선부동
molit,안산8차푸르지오,84.9897,3,42300,2024-12-20,2006,원곡동
molit,초지역메이저타운푸르지오메트로단지,59.9333,7,61700,2024-12-10,2019,초지동
molit,초지역메이저타운푸르지오파크단지,49.9999,13,49000,2024-12-19,2019,초지동
molit,군자주공14,40.0,1,20500,2024-12-16,1992,선부동
molit,그린빌18,49.41,5,22700,2024-12-16,2001,초지동
molit,호수공원(대림1),99.541,5,63000,2024-12-13,2001,고잔동
molit,안산메트로타운푸르지오힐스테이트,74.4993,20,45000,2024-12-11,2018,선부동
molit,군자주공15(저층),39.61,2,20200,2024-12-14,1992,선부동
molit,초지역메이저타운푸르지오파크단지,72.7925,25,70900,2024-12-05,2019,초지동
molit,고잔롯데캐슬골드파크,59.98,16,54500,2024-12-13,2018,고잔동
molit,안산8차푸르지오,59.9624,11,39000,2024-12-05,2006,원곡동
molit,수정한양,84.975,4,41500,2024-12-09,1991,선부동
molit,초지역메이저타운푸르지오에코단지,49.4932,29,49000,2024-12-13,2019,원곡동
molit,삼익,84.96,15,32000,2024-12-07,1998,신길동
molit,힐스테이트중앙,59.9929,17,65000,2024-12-07,2018,고잔동
molit,군자주공12,44.94,2,23000,2024-12-03,1991,선부동
molit,군자주공15(고층),41.3,6,22500,2024-12-17,1993,선부동
molit,군자주공11,39.66,5,20900,2024-12-11,1990,선부동
molit,삼익,84.96,2,30000,2024-12-09,1998,신길동
molit,안산아이파크,84.31,10,47400,2024-12-07,2013,신길동
molit,호수공원(대림1),99.541,1,59800,2024-12-10,2001,고잔동
molit,안산라프리모,74.926,14,53800,2024-12-14,2020,선부동
molit,초지역메이저타운푸르지오파크단지,72.7925,25,70900,2024-12-05,2019,초지동
molit,군자주공11,39.27,1,20000,2024-12-05,1990,선부동
molit,주공그린빌12,84.99,10,44000,2024-12-02,2003,초지동
molit,롯데캐슬더퍼스트,84.97,22,60000,2024-12-07,2018,초지동
molit,초지역메이저타운푸르지오파크단지,59.9333,33,61000,2024-12-04,2019,초지동
molit,휴먼시아4단지,74.91,7,36000,2024-12-12,2012,신길동
molit,주공(9단지),66.56,14,37500,2024-12-02,1986,고잔동
molit,호수마을풍림,142.78,24,65000,2024-12-09,2000,초지동
molit,두산위브,84.98,28,62000,2024-12-11,2015,초지동
molit,안산메트로타운푸르지오힐스테이트,74.4993,8,46000,2024-12-09,2018,선부동
molit,천년가리더스카이,59.126,17,35000,2024-12-08,2020,와동
molit,그린빌15(해맑음마을),49.98,4,24000,2024-12-09,2002,초지동
molit,안산메트로타운푸르지오힐스테이트,59.8167,2,40000,2024-12-04,2018,선부동
molit,안산메트로타운푸르지오힐스테이트,59.8167,20,41000,2024-12-03,2018,선부동
molit,초지역메이저타운푸르지오파크단지,49.9999,18,49000,2024-12-01,2019,초지동
molit,한화꿈에그린,84.9146,18,48000,2024-12-03,2006,원곡동
molit,초지역메이저타운푸르지오메트로단지,48.3659,13,52000,2024-12-04,2019,초지동
molit,주공그린빌13단지,51.89,6,30000,2024-12-06,2002,초지동
molit,군자주공12,38.64,2,20500,2024-12-05,1991,선부동
molit,주공그린빌9,84.7,8,55000,2024-12-05,2001,고잔동
molit,안산메트로타운푸르지오힐스테이트,74.4993,27,46800,2024-12-03,2018,선부동
